"DOCKET_NUMBER","DOT_NUMBER","OPERATING_AUTHORITY_REGISTRATION_TYPE","SERVE_DATE","REVOCATION_TYPE","EFFECTIVE_DATE"
"MC943532","02792371","COMMON","09/01/2022","INVOLUNTARY REVOCATION","10/04/2022"
"MC943532","02792371","CONTRACT","09/01/2022","INVOLUNTARY REVOCATION","10/04/2022"
"MC1298843","03706188","COMMON","09/01/2022","INVOLUNTARY REVOCATION","10/04/2022"
"MC1290912","03695502","COMMON","08/30/2022","INVOLUNTARY REVOCATION","10/03/2022"
"MC1126359","03455691","COMMON","09/09/2022","INVOLUNTARY REVOCATION","09/27/2022"
"MC1129773","03461109","COMMON","09/09/2022","INVOLUNTARY REVOCATION","09/27/2022"
"MC1152883","03497033","COMMON","09/09/2022","INVOLUNTARY REVOCATION","09/27/2022"
"MC558576","01481394","COMMON","09/09/2022","INVOLUNTARY REVOCATION","09/27/2022"
"MC1421103","03876892","COMMON","09/09/2022","INVOLUNTARY REVOCATION","09/27/2022"
"MC1030814","03267126","COMMON","09/09/2022","INVOLUNTARY REVOCATION","09/27/2022"
"MC1301812","03710174","BROKER","08/26/2022","INVOLUNTARY REVOCATION","09/28/2022"
"MC1406757","03836260","COMMON","09/09/2022","INVOLUNTARY REVOCATION","09/23/2022"
"MC1248768","03637648","COMMON","09/09/2022","INVOLUNTARY REVOCATION","09/23/2022"
"MC1353982","03781692","COMMON","09/09/2022","INVOLUNTARY REVOCATION","09/23/2022"
"MC1130975","03298207","CONTRACT","09/09/2022","INVOLUNTARY REVOCATION","09/23/2022"
"MC1131381","03463582","COMMON","09/09/2022","INVOLUNTARY REVOCATION","09/23/2022"
"MC1381848","03800050","COMMON","09/09/2022","INVOLUNTARY REVOCATION","09/23/2022"
"MC1381848","03800050","CONTRACT","09/09/2022","INVOLUNTARY REVOCATION","09/23/2022"
"MC1286974","03690043","COMMON","09/09/2022","INVOLUNTARY REVOCATION","09/23/2022"
"MC1287625","03690921","COMMON","09/09/2022","INVOLUNTARY REVOCATION","09/23/2022"
"MC768948","02253797","CONTRACT","09/09/2022","INVOLUNTARY REVOCATION","09/23/2022"
"MC966105","02878511","COMMON","09/09/2022","INVOLUNTARY REVOCATION","09/23/2022"
"MC979649","02908957","COMMON","09/09/2022","INVOLUNTARY REVOCATION","09/23/2022"
"MC048871","03049095","COMMON","09/09/2022","INVOLUNTARY REVOCATION","09/23/2022"
"MC117855","03170384","COMMON","09/09/2022","INVOLUNTARY REVOCATION","09/23/2022"
"MC613230","00179767","CONTRACT","09/09/2022","INVOLUNTARY REVOCATION","09/23/2022"
"MC860577","02451583","CONTRACT","08/29/2022","VOLUNTARY REVOCATION",""
"MC1020566","03125507","COMMON","","VOLUNTARY REVOCATION",""
"MC948089","02834465","COMMON","07/25/2022","INVOLUNTARY REVOCATION","08/29/2022"
"MC1201543","03569007","COMMON","07/22/2022","INVOLUNTARY REVOCATION","08/24/2022"
"MC1313879","03327143","COMMON","","VOLUNTARY REVOCATION",""
"MC1283920","03685903","COMMON","07/20/2022","INVOLUNTARY REVOCATION","08/22/2022"
"MC1310279","04014481","COMMON","07/19/2022","INVOLUNTARY REVOCATION","08/22/2022"
"MC1327867","03745958","COMMON","07/19/2022","INVOLUNTARY REVOCATION","08/22/2022"
"MC528172","01387009","COMMON","07/18/2022","INVOLUNTARY REVOCATION","08/22/2022"
"MC1081169","03371963","COMMON","07/15/2022","INVOLUNTARY REVOCATION","08/17/2022"
"MC1394158","03837244","COMMON","07/11/2022","INVOLUNTARY REVOCATION","08/15/2022"
"MC127106","00038167","COMMON","07/11/2022","INVOLUNTARY REVOCATION","08/15/2022"
"MC833423","02419960","COMMON","07/11/2022","INVOLUNTARY REVOCATION","08/15/2022"
"MC967705","02873395","COMMON","07/12/2022","INVOLUNTARY REVOCATION","08/15/2022"
"MC967705","02873395","CONTRACT","07/12/2022","INVOLUNTARY REVOCATION","08/15/2022"
"MC039786","02595480","COMMON","07/11/2022","INVOLUNTARY REVOCATION","08/15/2022"
"MC1199637","03566196","COMMON","07/11/2022","INVOLUNTARY REVOCATION","08/15/2022"
"MC1279388","03420791","COMMON","07/13/2022","INVOLUNTARY REVOCATION","08/15/2022"
"MC1045965","03298904","COMMON","07/28/2022","VOLUNTARY REVOCATION",""
"MC1217912","03593346","BROKER","","VOLUNTARY REVOCATION",""
"MC999707","02952760","COMMON","07/08/2022","INVOLUNTARY REVOCATION","08/10/2022"
"MC010357","02971551","COMMON","07/08/2022","INVOLUNTARY REVOCATION","08/10/2022"
"MC1375366","03810978","COMMON","07/07/2022","INVOLUNTARY REVOCATION","08/09/2022"
"MC1204356","03235740","CONTRACT","08/05/2022","VOLUNTARY REVOCATION",""
"MC1012649","03230302","COMMON","07/07/2022","INVOLUNTARY REVOCATION","08/09/2022"
"MC1195918","03561034","COMMON","07/07/2022","INVOLUNTARY REVOCATION","08/09/2022"
"MC405537","00945049","CONTRACT","","VOLUNTARY REVOCATION",""
"MC1187481","02390974","COMMON","07/06/2022","INVOLUNTARY REVOCATION","08/08/2022"
"MC1263316","03657732","COMMON","07/05/2022","INVOLUNTARY REVOCATION","08/08/2022"
"MC1270704","03667882","COMMON","07/05/2022","INVOLUNTARY REVOCATION","08/08/2022"
"MC568893","01523221","CONTRACT","07/05/2022","INVOLUNTARY REVOCATION","08/08/2022"
"MC087512","03119698","COMMON","07/05/2022","INVOLUNTARY REVOCATION","08/08/2022"
"MC1137972","03449460","COMMON","07/28/2022","VOLUNTARY REVOCATION",""
"MC1322684","02452438","COMMON","06/30/2022","INVOLUNTARY REVOCATION","08/02/2022"
"MC999630","02952201","COMMON","06/30/2022","INVOLUNTARY REVOCATION","08/02/2022"
"MC1274726","03094190","COMMON","06/29/2022","INVOLUNTARY REVOCATION","08/01/2022"
"MC1354776","03782812","COMMON","06/28/2022","INVOLUNTARY REVOCATION","08/01/2022"
"MC1150579","03493470","COMMON","06/23/2022","INVOLUNTARY REVOCATION","07/26/2022"
"MC042063","03036043","COMMON","06/22/2022","INVOLUNTARY REVOCATION","07/25/2022"
"MC1057866","03229607","COMMON","06/20/2022","INVOLUNTARY REVOCATION","07/25/2022"
"MC1157224","03434582","CONTRACT","06/20/2022","INVOLUNTARY REVOCATION","07/25/2022"
"MC1202000","03569655","COMMON","06/20/2022","INVOLUNTARY REVOCATION","07/25/2022"
"MC1323890","03740455","COMMON","06/20/2022","INVOLUNTARY REVOCATION","07/25/2022"
"MC933564","02796510","COMMON","06/16/2022","INVOLUNTARY REVOCATION","07/19/2022"
"MC1174916","03530123","BROKER","06/16/2022","INVOLUNTARY REVOCATION","07/19/2022"
"MC1105354","03420120","COMMON","06/14/2022","INVOLUNTARY REVOCATION","07/18/2022"
"MC890483","02554699","COMMON","07/07/2022","VOLUNTARY REVOCATION",""
"MC1306324","03716358","COMMON","06/13/2022","INVOLUNTARY REVOCATION","07/18/2022"
"MC1296224","03702689","COMMON","","VOLUNTARY REVOCATION",""
"MC1238804","03623786","BROKER","06/10/2022","INVOLUNTARY REVOCATION","07/13/2022"
"MC1332728","02012077","COMMON","06/09/2022","INVOLUNTARY REVOCATION","07/12/2022"
"MC1090948","03849333","COMMON","06/09/2022","INVOLUNTARY REVOCATION","07/12/2022"
"MC1105574","03420502","COMMON","06/09/2022","INVOLUNTARY REVOCATION","07/12/2022"
"MC283147","03313025","CONTRACT","06/06/2022","INVOLUNTARY REVOCATION","07/11/2022"
"MC1234309","03617305","COMMON","06/06/2022","INVOLUNTARY REVOCATION","07/11/2022"
"MC1313001","03725464","COMMON","06/02/2022","INVOLUNTARY REVOCATION","07/05/2022"
"MC684018","02847192","COMMON","06/01/2022","INVOLUNTARY REVOCATION","07/05/2022"
"MC684018","02847192","CONTRACT","06/01/2022","INVOLUNTARY REVOCATION","07/05/2022"
"MC942690","02824890","COMMON","06/01/2022","INVOLUNTARY REVOCATION","07/05/2022"
"MC095317","03134841","COMMON","05/31/2022","INVOLUNTARY REVOCATION","07/05/2022"
"MC1173088","03527485","COMMON","06/10/2022","VOLUNTARY REVOCATION",""
"MC1213662","03587088","COMMON","05/25/2022","INVOLUNTARY REVOCATION","06/27/2022"
"MC1313891","03726667","COMMON","05/23/2022","INVOLUNTARY REVOCATION","06/27/2022"
"MC1242470","03628857","BROKER","","VOLUNTARY REVOCATION",""
"MC100154","03125546","CONTRACT","05/18/2022","INVOLUNTARY REVOCATION","06/20/2022"
"MC467055","01269487","COMMON","05/12/2022","INVOLUNTARY REVOCATION","06/14/2022"
"MC1050680","03308770","COMMON","05/12/2022","INVOLUNTARY REVOCATION","06/14/2022"
"MC1056606","03152502","CONTRACT","","VOLUNTARY REVOCATION",""
"MC1025647","03256095","COMMON","05/09/2022","INVOLUNTARY REVOCATION","06/13/2022"
"MC1030814","03267126","COMMON","05/09/2022","INVOLUNTARY REVOCATION","06/13/2022"
"MC1066441","03341150","COMMON","05/09/2022","INVOLUNTARY REVOCATION","06/13/2022"
"MC1071664","03351662","COMMON","05/09/2022","INVOLUNTARY REVOCATION","06/13/2022"
"MC034085","03020455","COMMON","05/10/2022","INVOLUNTARY REVOCATION","06/13/2022"
"MC1389529","03830724","COMMON","","VOLUNTARY REVOCATION",""
"MC1291596","03696367","COMMON","05/06/2022","INVOLUNTARY REVOCATION","06/08/2022"
"MC1141296","03479241","COMMON","","VOLUNTARY REVOCATION",""
"MC1028537","03262163","COMMON","05/05/2022","INVOLUNTARY REVOCATION","06/07/2022"
"MC1062091","03332237","COMMON","05/05/2022","INVOLUNTARY REVOCATION","06/07/2022"
"MC1294387","03697358","COMMON","05/04/2022","INVOLUNTARY REVOCATION","06/06/2022"
"MC118702","03171485","COMMON","05/03/2022","INVOLUNTARY REVOCATION","06/06/2022"
"MC1117829","03441441","COMMON","05/02/2022","INVOLUNTARY REVOCATION","06/06/2022"
"MC1318921","01163017","CONTRACT","04/26/2022","INVOLUNTARY REVOCATION","05/31/2022"
"MC1329199","03697190","COMMON","04/28/2022","INVOLUNTARY REVOCATION","05/31/2022"
"MC128126","03771325","COMMON","04/27/2022","INVOLUNTARY REVOCATION","05/31/2022"
"MC1234022","03616887","COMMON","04/26/2022","INVOLUNTARY REVOCATION","05/31/2022"
"MC421706","00886730","CONTRACT","","VOLUNTARY REVOCATION",""
"MC1249531","02010348","COMMON","05/19/2022","VOLUNTARY REVOCATION",""
"MC1194003","03558060","COMMON","04/15/2022","INVOLUNTARY REVOCATION","05/18/2022"
"MC1236447","03620396","COMMON","04/15/2022","INVOLUNTARY REVOCATION","05/18/2022"
"MC742086","02137231","COMMON","04/05/2022","INVOLUNTARY REVOCATION","05/11/2022"
"MC742086","02137231","CONTRACT","04/05/2022","INVOLUNTARY REVOCATION","05/11/2022"
"MC839150","02430457","CONTRACT","04/05/2022","INVOLUNTARY REVOCATION","05/11/2022"
"MC1023063","03250936","COMMON","04/05/2022","INVOLUNTARY REVOCATION","05/11/2022"
"MC288411","00596951","COMMON","04/05/2022","INVOLUNTARY REVOCATION","05/11/2022"
"MC137385","02041483","COMMON","04/05/2022","INVOLUNTARY REVOCATION","05/11/2022"
"FF001724","02973837","CONTRACT","04/05/2022","INVOLUNTARY REVOCATION","05/11/2022"
"MC055542","03036443","COMMON","04/04/2022","INVOLUNTARY REVOCATION","05/09/2022"
"MC092962","03130740","COMMON","","VOLUNTARY REVOCATION",""
"MC1214258","03553350","COMMON","04/05/2022","INVOLUNTARY REVOCATION","05/09/2022"
"MC000030","02952296","CONTRACT","03/31/2022","INVOLUNTARY REVOCATION","05/03/2022"
"MC077944","03102202","COMMON","03/28/2022","INVOLUNTARY REVOCATION","05/02/2022"
"MC133540","01317875","COMMON","03/30/2022","INVOLUNTARY REVOCATION","05/02/2022"
"MC1369239","03802548","COMMON","03/30/2022","INVOLUNTARY REVOCATION","05/02/2022"
"MC1308689","03719584","COMMON","03/18/2022","INVOLUNTARY REVOCATION","04/20/2022"
"MC1057866","03229607","COMMON","03/14/2022","INVOLUNTARY REVOCATION","04/18/2022"
"MC1172262","03526252","COMMON","03/15/2022","INVOLUNTARY REVOCATION","04/18/2022"
"MC1192026","03555192","COMMON","03/14/2022","INVOLUNTARY REVOCATION","04/18/2022"
"MC953626","02820263","COMMON","03/14/2022","INVOLUNTARY REVOCATION","04/18/2022"
"MC1366762","04230515","COMMON","04/11/2022","VOLUNTARY REVOCATION",""
"MC954937","02847340","COMMON","03/10/2022","INVOLUNTARY REVOCATION","04/12/2022"
"MC042063","03036043","COMMON","03/10/2022","INVOLUNTARY REVOCATION","04/12/2022"
"MC1290912","03695502","COMMON","03/08/2022","INVOLUNTARY REVOCATION","04/11/2022"
"MC1270555","03667675","COMMON","","VOLUNTARY REVOCATION",""
"MC739531","02122025","COMMON","02/24/2022","INVOLUNTARY REVOCATION","03/29/2022"
"MC1060939","03328825","COMMON","02/24/2022","INVOLUNTARY REVOCATION","03/29/2022"
"MC1060939","03328825","CONTRACT","02/24/2022","INVOLUNTARY REVOCATION","03/29/2022"
"MC1162968","03512279","COMMON","02/22/2022","INVOLUNTARY REVOCATION","03/28/2022"
"MC1181728","03540213","COMMON","02/22/2022","INVOLUNTARY REVOCATION","03/28/2022"
"MC1147943","03489452","COMMON","02/23/2022","VOLUNTARY REVOCATION",""
"MC1030814","03267126","COMMON","02/17/2022","INVOLUNTARY REVOCATION","03/22/2022"
"MC952559","02843022","COMMON","02/14/2022","INVOLUNTARY REVOCATION","03/21/2022"
"MC1201543","03569007","COMMON","02/14/2022","INVOLUNTARY REVOCATION","03/21/2022"
"MC1342690","03766138","COMMON","02/14/2022","INVOLUNTARY REVOCATION","03/21/2022"
"MC1071101","03350533","COMMON","02/07/2022","INVOLUNTARY REVOCATION","03/14/2022"
"MC1285647","03688226","COMMON","02/09/2022","INVOLUNTARY REVOCATION","03/14/2022"
"MC1364578","03796209","COMMON","02/09/2022","INVOLUNTARY REVOCATION","03/14/2022"
"MC1313879","03327143","COMMON","","VOLUNTARY REVOCATION",""
"MC1041900","03290451","COMMON","02/02/2022","INVOLUNTARY REVOCATION","03/07/2022"
"MC1242784","03629346","COMMON","02/02/2022","INVOLUNTARY REVOCATION","03/07/2022"
"MC828004","02406606","BROKER","01/31/2022","INVOLUNTARY REVOCATION","03/07/2022"
"MC774240","02267638","BROKER","01/28/2022","INVOLUNTARY REVOCATION","03/02/2022"
"MC807058","02971892","COMMON","01/24/2022","INVOLUNTARY REVOCATION","02/28/2022"
"MC111452","03161381","COMMON","01/26/2022","INVOLUNTARY REVOCATION","02/28/2022"
"MC1117829","03441441","COMMON","01/24/2022","INVOLUNTARY REVOCATION","02/28/2022"
"MC1195086","03559636","COMMON","01/24/2022","INVOLUNTARY REVOCATION","02/28/2022"
"MC1207470","03577847","COMMON","01/26/2022","INVOLUNTARY REVOCATION","02/28/2022"
"MC846778","02452654","COMMON","01/21/2022","INVOLUNTARY REVOCATION","02/23/2022"
"MC003288","02958503","COMMON","01/19/2022","INVOLUNTARY REVOCATION","02/22/2022"
"MC1053212","03313990","COMMON","01/12/2022","INVOLUNTARY REVOCATION","02/14/2022"
"MC1155241","03500561","COMMON","01/07/2022","INVOLUNTARY REVOCATION","02/09/2022"
"MC1150010","03927162","COMMON","01/06/2022","INVOLUNTARY REVOCATION","02/08/2022"
"MC1047972","03303236","COMMON","01/05/2022","INVOLUNTARY REVOCATION","02/07/2022"
"MC1178539","03535461","COMMON","01/03/2022","INVOLUNTARY REVOCATION","02/07/2022"
"MC1202739","03570784","COMMON","12/27/2021","INVOLUNTARY REVOCATION","01/31/2022"
"MC1293270","02947184","COMMON","12/22/2021","INVOLUNTARY REVOCATION","01/24/2022"
"MC499848","01283023","COMMON","","VOLUNTARY REVOCATION",""
"MC011091","02971608","COMMON","12/16/2021","INVOLUNTARY REVOCATION","01/18/2022"
"MC1055342","03318266","COMMON","12/13/2021","INVOLUNTARY REVOCATION","01/18/2022"
"MC1228773","03609221","COMMON","12/15/2021","INVOLUNTARY REVOCATION","01/18/2022"
"MC1100467","03811870","BROKER","12/06/2021","INVOLUNTARY REVOCATION","01/10/2022"
"MC1057635","03322803","BROKER","","VOLUNTARY REVOCATION",""
"MC1130361","03453616","COMMON","11/30/2021","INVOLUNTARY REVOCATION","01/03/2022"
"MC1177945","03412088","CONTRACT","11/26/2021","INVOLUNTARY REVOCATION","12/29/2021"
"MC1034249","02608066","COMMON","11/24/2021","INVOLUNTARY REVOCATION","12/27/2021"
"MC1034249","02608066","CONTRACT","11/24/2021","INVOLUNTARY REVOCATION","12/27/2021"
"MC1132487","03465317","COMMON","11/24/2021","INVOLUNTARY REVOCATION","12/27/2021"
"MC831701","02415786","COMMON","11/18/2021","INVOLUNTARY REVOCATION","12/21/2021"
"MC831701","02415786","CONTRACT","11/18/2021","INVOLUNTARY REVOCATION","12/21/2021"
"MC085616","03116566","BROKER","11/18/2021","INVOLUNTARY REVOCATION","12/21/2021"
"MC1186765","03547405","COMMON","11/15/2021","INVOLUNTARY REVOCATION","12/20/2021"
"MC1272748","03670750","COMMON","11/15/2021","INVOLUNTARY REVOCATION","12/20/2021"
"MC358906","00790027","CONTRACT","11/15/2021","INVOLUNTARY REVOCATION","12/20/2021"
"MC1325202","03742290","COMMON","","VOLUNTARY REVOCATION",""
"MC841702","02440086","COMMON","11/12/2021","INVOLUNTARY REVOCATION","12/15/2021"
"MC942690","02824890","COMMON","11/09/2021","INVOLUNTARY REVOCATION","12/13/2021"
"MC1023396","03251550","COMMON","11/10/2021","INVOLUNTARY REVOCATION","12/13/2021"
"MC1030814","03267126","COMMON","11/08/2021","INVOLUNTARY REVOCATION","12/13/2021"
"MC438639","01052528","COMMON","11/08/2021","INVOLUNTARY REVOCATION","12/13/2021"
"MC1122307","03301691","CONTRACT","11/03/2021","INVOLUNTARY REVOCATION","12/06/2021"
"MC1072014","03352420","COMMON","10/25/2021","INVOLUNTARY REVOCATION","11/29/2021"
"MC156187","03197902","COMMON","11/12/2021","VOLUNTARY REVOCATION",""
"MC1270616","03667766","COMMON","10/22/2021","INVOLUNTARY REVOCATION","11/24/2021"
"MC1191134","03553838","COMMON","10/18/2021","INVOLUNTARY REVOCATION","11/22/2021"
"MC1239828","03598787","COMMON","10/20/2021","INVOLUNTARY REVOCATION","11/22/2021"
"MC149892","03137965","COMMON","10/18/2021","INVOLUNTARY REVOCATION","11/22/2021"
"MC518525","01362002","CONTRACT","","VOLUNTARY REVOCATION",""
"MC987038","02925375","COMMON","10/12/2021","INVOLUNTARY REVOCATION","11/15/2021"
"MC1265205","03660317","COMMON","10/05/2021","INVOLUNTARY REVOCATION","11/08/2021"
"MC1040496","03287547","COMMON","10/06/2021","INVOLUNTARY REVOCATION","11/08/2021"
"MC1058104","03323798","COMMON","10/04/2021","INVOLUNTARY REVOCATION","11/08/2021"
"MC1214061","03587683","COMMON","09/30/2021","INVOLUNTARY REVOCATION","11/02/2021"
"MC873251","02516635","COMMON","09/28/2021","INVOLUNTARY REVOCATION","11/01/2021"
"MC991706","02502093","COMMON","09/27/2021","INVOLUNTARY REVOCATION","11/01/2021"
"MC1183955","03543438","COMMON","09/27/2021","INVOLUNTARY REVOCATION","11/01/2021"
"MC1241751","03627849","COMMON","09/27/2021","INVOLUNTARY REVOCATION","11/01/2021"
"MC1269882","03666749","COMMON","09/28/2021","INVOLUNTARY REVOCATION","11/01/2021"
"MC942690","02824890","COMMON","09/23/2021","INVOLUNTARY REVOCATION","10/26/2021"
"MC1109418","03336063","CONTRACT","09/23/2021","INVOLUNTARY REVOCATION","10/26/2021"
"MC1052180","03311858","COMMON","09/21/2021","INVOLUNTARY REVOCATION","10/25/2021"
"MC1147053","03340583","COMMON","09/21/2021","INVOLUNTARY REVOCATION","10/25/2021"
"MC1279393","03679835","COMMON","","VOLUNTARY REVOCATION",""
"MC1192152","03555344","COMMON","09/17/2021","INVOLUNTARY REVOCATION","10/20/2021"
"MC011288","02975623","COMMON","09/08/2021","INVOLUNTARY REVOCATION","10/12/2021"
"MC047440","03045083","COMMON","09/07/2021","INVOLUNTARY REVOCATION","10/12/2021"
"MC1228105","03608266","CONTRACT","08/31/2021","INVOLUNTARY REVOCATION","10/04/2021"
"MC1050915","03309264","COMMON","08/31/2021","INVOLUNTARY REVOCATION","10/04/2021"
"MC045843","03043297","COMMON","08/26/2021","INVOLUNTARY REVOCATION","09/28/2021"
"MC1185281","03516492","COMMON","08/26/2021","INVOLUNTARY REVOCATION","09/28/2021"
"MC1284570","03686766","COMMON","08/26/2021","INVOLUNTARY REVOCATION","09/28/2021"
"MC919709","02639330","CONTRACT","08/23/2021","INVOLUNTARY REVOCATION","09/27/2021"
"MC1006558","03218169","COMMON","","VOLUNTARY REVOCATION",""
"MC1059936","03327700","COMMON","08/16/2021","INVOLUNTARY REVOCATION","09/20/2021"
"MC1146881","03487837","COMMON","08/09/2021","INVOLUNTARY REVOCATION","09/13/2021"
"MC1046876","03300768","COMMON","08/10/2021","INVOLUNTARY REVOCATION","09/13/2021"
"MC1067052","03342337","COMMON","08/10/2021","INVOLUNTARY REVOCATION","09/13/2021"
"MC1112420","03432279","BROKER","08/09/2021","INVOLUNTARY REVOCATION","09/13/2021"
"MC1246917","03635117","COMMON","","VOLUNTARY REVOCATION",""
"MC1058955","03325666","COMMON","","VOLUNTARY REVOCATION",""
"MC1118242","03190591","COMMON","08/02/2021","INVOLUNTARY REVOCATION","09/07/2021"
"MC998931","02912879","COMMON","08/05/2021","INVOLUNTARY REVOCATION","09/07/2021"
"MC1038232","03282935","COMMON","08/05/2021","INVOLUNTARY REVOCATION","09/07/2021"
"MC1183955","03543438","COMMON","08/03/2021","INVOLUNTARY REVOCATION","09/07/2021"
"MC795902","02324215","COMMON","07/30/2021","INVOLUNTARY REVOCATION","09/01/2021"
"MC1047972","03303236","COMMON","07/30/2021","INVOLUNTARY REVOCATION","09/01/2021"
"MC1125396","03454105","COMMON","07/26/2021","INVOLUNTARY REVOCATION","08/30/2021"
"MC1071286","03350880","COMMON","07/22/2021","INVOLUNTARY REVOCATION","08/24/2021"
"MC634675","01732315","CONTRACT","07/12/2021","INVOLUNTARY REVOCATION","08/16/2021"
"MC768948","02253797","CONTRACT","07/12/2021","INVOLUNTARY REVOCATION","08/16/2021"
"MC004570","02940327","CONTRACT","07/12/2021","INVOLUNTARY REVOCATION","08/16/2021"
"MC1065462","03339171","COMMON","07/12/2021","INVOLUNTARY REVOCATION","08/16/2021"
"MC1129773","03461109","COMMON","07/12/2021","INVOLUNTARY REVOCATION","08/16/2021"
"MC072427","03091915","COMMON","","VOLUNTARY REVOCATION",""
"MC750744","02160130","CONTRACT","07/09/2021","INVOLUNTARY REVOCATION","08/11/2021"
"MC133540","01317875","COMMON","07/09/2021","INVOLUNTARY REVOCATION","08/11/2021"
"MC1108660","03425216","CONTRACT","07/09/2021","INVOLUNTARY REVOCATION","08/11/2021"
"MC1193912","03217576","COMMON","07/09/2021","INVOLUNTARY REVOCATION","08/11/2021"
"MC965233","02876278","COMMON","07/06/2021","INVOLUNTARY REVOCATION","08/09/2021"
"MC067162","03081998","COMMON","07/07/2021","INVOLUNTARY REVOCATION","08/09/2021"
"MC1152463","03480008","COMMON","07/06/2021","INVOLUNTARY REVOCATION","08/09/2021"
"MC100154","03125546","CONTRACT","04/29/2021","INVOLUNTARY REVOCATION","06/25/2021"
"MC949358","02836880","COMMON","06/28/2021","INVOLUNTARY REVOCATION","08/02/2021"
"MC1150010","03927162","COMMON","06/30/2021","INVOLUNTARY REVOCATION","08/02/2021"
"MC1227049","03606778","COMMON","06/28/2021","INVOLUNTARY REVOCATION","08/02/2021"
"MC835718","02425459","COMMON","","VOLUNTARY REVOCATION",""
"MC835718","02425459","CONTRACT","","VOLUNTARY REVOCATION",""
"MC1022101","03249072","BROKER","06/22/2021","INVOLUNTARY REVOCATION","07/26/2021"
"MC1123083","03450318","BROKER","06/17/2021","INVOLUNTARY REVOCATION","07/20/2021"
"MC1015917","03236856","COMMON","06/15/2021","INVOLUNTARY REVOCATION","07/19/2021"
"MC1118398","03442452","COMMON","","VOLUNTARY REVOCATION",""
"MC1003296","03212107","COMMON","06/01/2021","INVOLUNTARY REVOCATION","07/06/2021"
"MC527830","01385809","COMMON","06/01/2021","INVOLUNTARY REVOCATION","07/06/2021"
"MC790451","02315434","COMMON","06/03/2021","INVOLUNTARY REVOCATION","07/06/2021"
"MC1188064","03549313","COMMON","05/25/2021","INVOLUNTARY REVOCATION","06/28/2021"
"MC1097509","03406759","BROKER","05/21/2021","INVOLUNTARY REVOCATION","06/23/2021"
"MC841702","02440086","COMMON","05/19/2021","INVOLUNTARY REVOCATION","06/21/2021"
"MC1184847","03544705","COMMON","05/10/2021","INVOLUNTARY REVOCATION","06/14/2021"
"MC1222665","03246775","COMMON","","VOLUNTARY REVOCATION",""
"MC1185841","03546090","COMMON","05/07/2021","INVOLUNTARY REVOCATION","06/09/2021"
"MC1135707","03470355","","04/29/2021","INVOLUNTARY REVOCATION","06/08/2021"
"MC831957","01000209","CONTRACT","05/03/2021","INVOLUNTARY REVOCATION","06/07/2021"
"MC055542","03036443","COMMON","04/30/2021","INVOLUNTARY REVOCATION","06/02/2021"
"MC1105574","03420502","COMMON","04/26/2021","INVOLUNTARY REVOCATION","06/01/2021"
"MC1134628","03369633","COMMON","04/29/2021","INVOLUNTARY REVOCATION","06/01/2021"
"MC1159074","01752473","COMMON","04/27/2021","INVOLUNTARY REVOCATION","06/01/2021"
"MC928826","03122489","CONTRACT","04/22/2021","INVOLUNTARY REVOCATION","05/25/2021"
"MC1172597","03526771","COMMON","04/22/2021","INVOLUNTARY REVOCATION","05/25/2021"
"MC496941","01270950","CONTRACT","04/19/2021","INVOLUNTARY REVOCATION","05/24/2021"
"MC1147053","03340583","COMMON","04/21/2021","INVOLUNTARY REVOCATION","05/24/2021"
"MC1150010","03927162","COMMON","04/09/2021","INVOLUNTARY REVOCATION","05/12/2021"
"MC872804","02515552","CONTRACT","04/08/2021","INVOLUNTARY REVOCATION","05/11/2021"
"MC1139186","03273807","COMMON","04/05/2021","INVOLUNTARY REVOCATION","05/10/2021"
"MC1156847","03502869","COMMON","03/30/2021","INVOLUNTARY REVOCATION","05/03/2021"
"MC1058777","03252439","COMMON","03/22/2021","INVOLUNTARY REVOCATION","04/26/2021"
"MC072192","03091861","COMMON","03/18/2021","INVOLUNTARY REVOCATION","04/20/2021"
"MC509288","03921623","CONTRACT","03/17/2021","INVOLUNTARY REVOCATION","04/19/2021"
"MC1071242","03350794","COMMON","03/17/2021","INVOLUNTARY REVOCATION","04/19/2021"
"MC421706","00886730","CONTRACT","","VOLUNTARY REVOCATION",""
"MC1111607","03319922","COMMON","03/09/2021","INVOLUNTARY REVOCATION","04/12/2021"
"MC1153404","03497824","COMMON","03/08/2021","INVOLUNTARY REVOCATION","04/12/2021"
"MC1050680","03308770","COMMON","03/05/2021","INVOLUNTARY REVOCATION","04/07/2021"
"MC1187481","02390974","COMMON","03/04/2021","INVOLUNTARY REVOCATION","04/06/2021"
"MC821069","02388917","CONTRACT","03/01/2021","INVOLUNTARY REVOCATION","04/05/2021"
"MC031796","03016151","COMMON","02/25/2021","INVOLUNTARY REVOCATION","03/30/2021"
"MC283693","00586370","COMMON","02/22/2021","INVOLUNTARY REVOCATION","03/29/2021"
"MC1159074","01752473","COMMON","02/22/2021","INVOLUNTARY REVOCATION","03/29/2021"
"MC1150877","03493932","COMMON","02/16/2021","INVOLUNTARY REVOCATION","03/22/2021"
"MC1091593","03394608","COMMON","02/05/2021","INVOLUNTARY REVOCATION","03/10/2021"
"MC589773","03391355","CONTRACT","02/03/2021","INVOLUNTARY REVOCATION","03/08/2021"
"MC1064048","03336302","COMMON","01/28/2021","INVOLUNTARY REVOCATION","03/02/2021"
